REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/01/01 00:30:00,4185.32,64.76,TRADE
VIC1,2020/01/01 01:00:00,4057.68,63.36,TRADE
VIC1,2020/01/01 01:30:00,3954.85,65.21,TRADE
VIC1,2020/01/01 02:00:00,3792.25,64.45,TRADE
VIC1,2020/01/01 02:30:00,3689.33,63.23,TRADE
VIC1,2020/01/01 03:00:00,3602.61,61.91,TRADE
VIC1,2020/01/01 03:30:00,3550.62,61.18,TRADE
VIC1,2020/01/01 04:00:00,3504.19,58.32,TRADE
VIC1,2020/01/01 04:30:00,3491.36,53.75,TRADE
VIC1,2020/01/01 05:00:00,3483.63,51.03,TRADE
VIC1,2020/01/01 05:30:00,3497.77,53.33,TRADE
VIC1,2020/01/01 06:00:00,3511.44,50.61,TRADE
VIC1,2020/01/01 06:30:00,3540.62,41.15,TRADE
VIC1,2020/01/01 07:00:00,3514.43,33.37,TRADE
VIC1,2020/01/01 07:30:00,3423.34,38.07,TRADE
VIC1,2020/01/01 08:00:00,3396.71,35.05,TRADE
VIC1,2020/01/01 08:30:00,3357.29,29.24,TRADE
VIC1,2020/01/01 09:00:00,3301.41,6.08,TRADE
VIC1,2020/01/01 09:30:00,3245.13,20.97,TRADE
VIC1,2020/01/01 10:00:00,3169.12,11.15,TRADE
VIC1,2020/01/01 10:30:00,3146.34,19.22,TRADE
VIC1,2020/01/01 11:00:00,3095.2,27.23,TRADE
VIC1,2020/01/01 11:30:00,3069.29,29.94,TRADE
VIC1,2020/01/01 12:00:00,3060.58,30.81,TRADE
VIC1,2020/01/01 12:30:00,3068.81,25.68,TRADE
VIC1,2020/01/01 13:00:00,3085.47,30.72,TRADE
VIC1,2020/01/01 13:30:00,3131.31,31.10,TRADE
VIC1,2020/01/01 14:00:00,3187.66,34.07,TRADE
VIC1,2020/01/01 14:30:00,3273.67,34.32,TRADE
VIC1,2020/01/01 15:00:00,3381.79,37.67,TRADE
VIC1,2020/01/01 15:30:00,3565.42,37.34,TRADE
VIC1,2020/01/01 16:00:00,3775.71,44.44,TRADE
VIC1,2020/01/01 16:30:00,3980.79,53.01,TRADE
VIC1,2020/01/01 17:00:00,4155.4,55.96,TRADE
VIC1,2020/01/01 17:30:00,4306.64,55.12,TRADE
VIC1,2020/01/01 18:00:00,4460.98,59.04,TRADE
VIC1,2020/01/01 18:30:00,4511.73,64.14,TRADE
VIC1,2020/01/01 19:00:00,4473.78,69.65,TRADE
VIC1,2020/01/01 19:30:00,4375.39,70.77,TRADE
VIC1,2020/01/01 20:00:00,4362.22,70.45,TRADE
VIC1,2020/01/01 20:30:00,4368.19,73.03,TRADE
VIC1,2020/01/01 21:00:00,4290.62,66.76,TRADE
VIC1,2020/01/01 21:30:00,4201.61,65.24,TRADE
VIC1,2020/01/01 22:00:00,4084.88,63.15,TRADE
VIC1,2020/01/01 22:30:00,3989.79,64.08,TRADE
VIC1,2020/01/01 23:00:00,3949.52,60.39,TRADE
VIC1,2020/01/01 23:30:00,4161.55,67.81,TRADE
VIC1,2020/01/02 00:00:00,4179.68,70.44,TRADE
VIC1,2020/01/02 00:30:00,4009.42,67.09,TRADE
VIC1,2020/01/02 01:00:00,3890.59,65.53,TRADE
VIC1,2020/01/02 01:30:00,3808.22,50.03,TRADE
VIC1,2020/01/02 02:00:00,3698.75,40.66,TRADE
VIC1,2020/01/02 02:30:00,3616.33,43.61,TRADE
VIC1,2020/01/02 03:00:00,3568.79,47.35,TRADE
VIC1,2020/01/02 03:30:00,3575.64,50.46,TRADE
VIC1,2020/01/02 04:00:00,3589.27,50.88,TRADE
VIC1,2020/01/02 04:30:00,3666.17,55.38,TRADE
VIC1,2020/01/02 05:00:00,3719.43,69.61,TRADE
VIC1,2020/01/02 05:30:00,3856.54,66.02,TRADE
VIC1,2020/01/02 06:00:00,3972.69,80.11,TRADE
VIC1,2020/01/02 06:30:00,4115.17,78.88,TRADE
VIC1,2020/01/02 07:00:00,4225.19,72.26,TRADE
VIC1,2020/01/02 07:30:00,4200.02,68.84,TRADE
VIC1,2020/01/02 08:00:00,4219.34,69.65,TRADE
VIC1,2020/01/02 08:30:00,4239.15,69.90,TRADE
VIC1,2020/01/02 09:00:00,4165.28,69.19,TRADE
VIC1,2020/01/02 09:30:00,4100.04,66.78,TRADE
VIC1,2020/01/02 10:00:00,4036.73,63.83,TRADE
VIC1,2020/01/02 10:30:00,3993.03,66.95,TRADE
VIC1,2020/01/02 11:00:00,3962.8,61.67,TRADE
VIC1,2020/01/02 11:30:00,3974.35,61.92,TRADE
VIC1,2020/01/02 12:00:00,3982.7,56.04,TRADE
VIC1,2020/01/02 12:30:00,4020.25,62.11,TRADE
VIC1,2020/01/02 13:00:00,4062.5,66.50,TRADE
VIC1,2020/01/02 13:30:00,4127.72,76.53,TRADE
VIC1,2020/01/02 14:00:00,4247.99,78.72,TRADE
VIC1,2020/01/02 14:30:00,4387.02,75.91,TRADE
VIC1,2020/01/02 15:00:00,4488.84,75.47,TRADE
VIC1,2020/01/02 15:30:00,4654.34,81.60,TRADE
VIC1,2020/01/02 16:00:00,4824.55,88.39,TRADE
VIC1,2020/01/02 16:30:00,5015.51,84.58,TRADE
VIC1,2020/01/02 17:00:00,5192.69,86.66,TRADE
VIC1,2020/01/02 17:30:00,5270.39,80.53,TRADE
VIC1,2020/01/02 18:00:00,5286.76,84.85,TRADE
VIC1,2020/01/02 18:30:00,5237.23,88.92,TRADE
VIC1,2020/01/02 19:00:00,5168.97,89.03,TRADE
VIC1,2020/01/02 19:30:00,5057.75,78.82,TRADE
VIC1,2020/01/02 20:00:00,4977.65,76.55,TRADE
VIC1,2020/01/02 20:30:00,4893.97,67.41,TRADE
VIC1,2020/01/02 21:00:00,4726.28,56.82,TRADE
VIC1,2020/01/02 21:30:00,4564.58,54.59,TRADE
VIC1,2020/01/02 22:00:00,4399.96,60.49,TRADE
VIC1,2020/01/02 22:30:00,4288.14,68.47,TRADE
VIC1,2020/01/02 23:00:00,4259.02,62.16,TRADE
VIC1,2020/01/02 23:30:00,4458.94,80.30,TRADE
VIC1,2020/01/03 00:00:00,4416.13,82.11,TRADE
VIC1,2020/01/03 00:30:00,4249.93,68.24,TRADE
VIC1,2020/01/03 01:00:00,4117.15,56.34,TRADE
VIC1,2020/01/03 01:30:00,3999.88,46.55,TRADE
VIC1,2020/01/03 02:00:00,3868.89,48.25,TRADE
VIC1,2020/01/03 02:30:00,3764.29,50.36,TRADE
VIC1,2020/01/03 03:00:00,3730.57,45.92,TRADE
VIC1,2020/01/03 03:30:00,3734.79,49.12,TRADE
VIC1,2020/01/03 04:00:00,3757.03,47.65,TRADE
VIC1,2020/01/03 04:30:00,3820.95,46.52,TRADE
VIC1,2020/01/03 05:00:00,3880.27,41.95,TRADE
VIC1,2020/01/03 05:30:00,3977.67,45.63,TRADE
VIC1,2020/01/03 06:00:00,4096.8,48.55,TRADE
VIC1,2020/01/03 06:30:00,4244.53,47.93,TRADE
VIC1,2020/01/03 07:00:00,4367.11,47.72,TRADE
VIC1,2020/01/03 07:30:00,4329.36,42.02,TRADE
VIC1,2020/01/03 08:00:00,4412.77,40.74,TRADE
VIC1,2020/01/03 08:30:00,4425.89,42.07,TRADE
VIC1,2020/01/03 09:00:00,4348.89,44.76,TRADE
VIC1,2020/01/03 09:30:00,4322.32,44.72,TRADE
VIC1,2020/01/03 10:00:00,4328.7,43.28,TRADE
VIC1,2020/01/03 10:30:00,4341.1,44.75,TRADE
VIC1,2020/01/03 11:00:00,4390.27,48.85,TRADE
VIC1,2020/01/03 11:30:00,4464.44,62.15,TRADE
VIC1,2020/01/03 12:00:00,4515.37,58.59,TRADE
VIC1,2020/01/03 12:30:00,4654.38,64.92,TRADE
VIC1,2020/01/03 13:00:00,4794.03,67.01,TRADE
VIC1,2020/01/03 13:30:00,4924.3,70.29,TRADE
VIC1,2020/01/03 14:00:00,5109.02,73.62,TRADE
VIC1,2020/01/03 14:30:00,5376.68,81.37,TRADE
VIC1,2020/01/03 15:00:00,5638.42,69.30,TRADE
VIC1,2020/01/03 15:30:00,5890.11,65.75,TRADE
VIC1,2020/01/03 16:00:00,6150.81,72.19,TRADE
VIC1,2020/01/03 16:30:00,6405.5,86.63,TRADE
VIC1,2020/01/03 17:00:00,6688.78,83.32,TRADE
VIC1,2020/01/03 17:30:00,6776.93,78.49,TRADE
