REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/06/01 00:30:00,4280.25,20.36,TRADE
VIC1,2020/06/01 01:00:00,4125.91,21.57,TRADE
VIC1,2020/06/01 01:30:00,4053.37,21.66,TRADE
VIC1,2020/06/01 02:00:00,3870.33,13.56,TRADE
VIC1,2020/06/01 02:30:00,3726.38,12.92,TRADE
VIC1,2020/06/01 03:00:00,3568.13,-2.25,TRADE
VIC1,2020/06/01 03:30:00,3461.63,-0.35,TRADE
VIC1,2020/06/01 04:00:00,3437.3,0,TRADE
VIC1,2020/06/01 04:30:00,3492.77,-0.24,TRADE
VIC1,2020/06/01 05:00:00,3560.76,2.44,TRADE
VIC1,2020/06/01 05:30:00,3733.58,5.25,TRADE
VIC1,2020/06/01 06:00:00,3959.9,6.62,TRADE
VIC1,2020/06/01 06:30:00,4374.98,24.48,TRADE
VIC1,2020/06/01 07:00:00,4813.54,32.84,TRADE
VIC1,2020/06/01 07:30:00,5174.79,36.09,TRADE
VIC1,2020/06/01 08:00:00,5651.36,41.14,TRADE
VIC1,2020/06/01 08:30:00,5970.04,44.12,TRADE
VIC1,2020/06/01 09:00:00,6129.76,54.24,TRADE
VIC1,2020/06/01 09:30:00,6256.61,62.62,TRADE
VIC1,2020/06/01 10:00:00,6191.99,48.94,TRADE
VIC1,2020/06/01 10:30:00,6115.64,37.10,TRADE
VIC1,2020/06/01 11:00:00,6050.77,36.69,TRADE
VIC1,2020/06/01 11:30:00,6003.83,35.15,TRADE
VIC1,2020/06/01 12:00:00,6015.57,35.84,TRADE
VIC1,2020/06/01 12:30:00,6014.14,35.01,TRADE
VIC1,2020/06/01 13:00:00,6099.4,35.42,TRADE
VIC1,2020/06/01 13:30:00,6335.52,71.12,TRADE
VIC1,2020/06/01 14:00:00,6214.36,36.85,TRADE
VIC1,2020/06/01 14:30:00,6318.24,39.42,TRADE
VIC1,2020/06/01 15:00:00,6384.12,40.08,TRADE
VIC1,2020/06/01 15:30:00,6450.56,38.18,TRADE
VIC1,2020/06/01 16:00:00,6525.39,35.01,TRADE
VIC1,2020/06/01 16:30:00,6626.15,35.60,TRADE
VIC1,2020/06/01 17:00:00,6840.47,38.96,TRADE
VIC1,2020/06/01 17:30:00,7069.17,38.80,TRADE
VIC1,2020/06/01 18:00:00,7344.72,46,TRADE
VIC1,2020/06/01 18:30:00,7199.66,47.83,TRADE
VIC1,2020/06/01 19:00:00,6987.12,42.51,TRADE
VIC1,2020/06/01 19:30:00,6733.31,39.76,TRADE
VIC1,2020/06/01 20:00:00,6583.92,39.73,TRADE
VIC1,2020/06/01 20:30:00,6314.76,44.52,TRADE
VIC1,2020/06/01 21:00:00,6117.18,41.87,TRADE
VIC1,2020/06/01 21:30:00,5925.87,40.21,TRADE
VIC1,2020/06/01 22:00:00,5664.57,38.78,TRADE
VIC1,2020/06/01 22:30:00,5396.34,37.29,TRADE
VIC1,2020/06/01 23:00:00,5155.98,35.46,TRADE
VIC1,2020/06/01 23:30:00,5282.11,37.54,TRADE
VIC1,2020/06/02 00:00:00,5241.98,38.77,TRADE
VIC1,2020/06/02 00:30:00,5020.73,36.27,TRADE
VIC1,2020/06/02 01:00:00,4846.66,35.50,TRADE
VIC1,2020/06/02 01:30:00,4694.68,34.99,TRADE
VIC1,2020/06/02 02:00:00,4470.65,29.27,TRADE
VIC1,2020/06/02 02:30:00,4352.21,25.65,TRADE
VIC1,2020/06/02 03:00:00,4188.18,20.98,TRADE
VIC1,2020/06/02 03:30:00,4077.13,7.58,TRADE
VIC1,2020/06/02 04:00:00,3955.24,4.70,TRADE
VIC1,2020/06/02 04:30:00,4015.84,11.67,TRADE
VIC1,2020/06/02 05:00:00,4083.35,8.04,TRADE
VIC1,2020/06/02 05:30:00,4253.46,14.60,TRADE
VIC1,2020/06/02 06:00:00,4469.21,20.53,TRADE
VIC1,2020/06/02 06:30:00,4882.07,32.66,TRADE
VIC1,2020/06/02 07:00:00,5354.56,41.99,TRADE
VIC1,2020/06/02 07:30:00,5700.76,45.28,TRADE
VIC1,2020/06/02 08:00:00,6103.18,74.49,TRADE
VIC1,2020/06/02 08:30:00,6420.53,74.26,TRADE
VIC1,2020/06/02 09:00:00,6435.79,57.81,TRADE
VIC1,2020/06/02 09:30:00,6433.94,57.22,TRADE
VIC1,2020/06/02 10:00:00,6282.99,51.59,TRADE
VIC1,2020/06/02 10:30:00,6153.33,53.44,TRADE
VIC1,2020/06/02 11:00:00,6035.77,48.33,TRADE
VIC1,2020/06/02 11:30:00,5873.98,39.70,TRADE
VIC1,2020/06/02 12:00:00,5867.35,36.73,TRADE
VIC1,2020/06/02 12:30:00,5881.55,36.13,TRADE
VIC1,2020/06/02 13:00:00,5826.57,35.48,TRADE
VIC1,2020/06/02 13:30:00,5843.68,35.80,TRADE
VIC1,2020/06/02 14:00:00,5870.61,36.08,TRADE
VIC1,2020/06/02 14:30:00,5875.86,35.67,TRADE
VIC1,2020/06/02 15:00:00,5829.17,35.37,TRADE
VIC1,2020/06/02 15:30:00,5852.7,37.89,TRADE
VIC1,2020/06/02 16:00:00,5921.42,36.73,TRADE
VIC1,2020/06/02 16:30:00,6114.55,37.74,TRADE
VIC1,2020/06/02 17:00:00,6366.81,50.20,TRADE
VIC1,2020/06/02 17:30:00,6656.87,67.35,TRADE
VIC1,2020/06/02 18:00:00,6869.97,65.48,TRADE
VIC1,2020/06/02 18:30:00,6823.82,66.72,TRADE
