REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/08/01 00:30:00,5075.11,53.39,TRADE
VIC1,2020/08/01 01:00:00,4848.77,45.41,TRADE
VIC1,2020/08/01 01:30:00,4746.14,52.34,TRADE
VIC1,2020/08/01 02:00:00,4520.01,45.42,TRADE
VIC1,2020/08/01 02:30:00,4383.36,46.94,TRADE
VIC1,2020/08/01 03:00:00,4205.47,45.56,TRADE
VIC1,2020/08/01 03:30:00,4109.75,41.01,TRADE
VIC1,2020/08/01 04:00:00,4089.98,41.73,TRADE
VIC1,2020/08/01 04:30:00,4094.68,36.73,TRADE
VIC1,2020/08/01 05:00:00,4063.42,34.83,TRADE
VIC1,2020/08/01 05:30:00,4107.25,33.97,TRADE
VIC1,2020/08/01 06:00:00,4165.95,34.97,TRADE
VIC1,2020/08/01 06:30:00,4326.36,35.89,TRADE
VIC1,2020/08/01 07:00:00,4484.43,46.34,TRADE
VIC1,2020/08/01 07:30:00,4625.76,55.24,TRADE
VIC1,2020/08/01 08:00:00,4840.67,56.47,TRADE
VIC1,2020/08/01 08:30:00,5002.37,44.82,TRADE
VIC1,2020/08/01 09:00:00,5009.9,39.34,TRADE
VIC1,2020/08/01 09:30:00,5008.27,39.94,TRADE
VIC1,2020/08/01 10:00:00,4877.82,39.21,TRADE
VIC1,2020/08/01 10:30:00,4664.78,36.93,TRADE
VIC1,2020/08/01 11:00:00,4407.27,31.95,TRADE
VIC1,2020/08/01 11:30:00,4102.99,27.99,TRADE
VIC1,2020/08/01 12:00:00,3911.6,18.70,TRADE
VIC1,2020/08/01 12:30:00,3769.18,12.57,TRADE
VIC1,2020/08/01 13:00:00,3688.14,18.18,TRADE
VIC1,2020/08/01 13:30:00,3678.89,17.54,TRADE
VIC1,2020/08/01 14:00:00,3637.63,10.42,TRADE
VIC1,2020/08/01 14:30:00,3644.81,15.21,TRADE
VIC1,2020/08/01 15:00:00,3726.68,18.48,TRADE
VIC1,2020/08/01 15:30:00,3864.83,28.90,TRADE
VIC1,2020/08/01 16:00:00,4129.34,35.35,TRADE
VIC1,2020/08/01 16:30:00,4400.04,50.55,TRADE
VIC1,2020/08/01 17:00:00,4790.41,88.91,TRADE
VIC1,2020/08/01 17:30:00,5228.01,69.04,TRADE
VIC1,2020/08/01 18:00:00,5694.6,66.72,TRADE
VIC1,2020/08/01 18:30:00,6011.04,70,TRADE
VIC1,2020/08/01 19:00:00,5976.44,73.93,TRADE
VIC1,2020/08/01 19:30:00,5818.07,68.20,TRADE
VIC1,2020/08/01 20:00:00,5713.61,72.89,TRADE
VIC1,2020/08/01 20:30:00,5556.4,77.05,TRADE
VIC1,2020/08/01 21:00:00,5396.6,72.19,TRADE
VIC1,2020/08/01 21:30:00,5313.85,57.26,TRADE
VIC1,2020/08/01 22:00:00,5214.66,49,TRADE
VIC1,2020/08/01 22:30:00,5053.77,51.68,TRADE
VIC1,2020/08/01 23:00:00,4937.97,51.67,TRADE
VIC1,2020/08/01 23:30:00,5041.45,61.06,TRADE
VIC1,2020/08/02 00:00:00,5035.67,63.17,TRADE
VIC1,2020/08/02 00:30:00,4830.5,45.43,TRADE
VIC1,2020/08/02 01:00:00,4670.92,49.70,TRADE
VIC1,2020/08/02 01:30:00,4534.06,51.84,TRADE
VIC1,2020/08/02 02:00:00,4365.44,51.85,TRADE
VIC1,2020/08/02 02:30:00,4234.99,44.26,TRADE
VIC1,2020/08/02 03:00:00,4122.58,39.36,TRADE
VIC1,2020/08/02 03:30:00,4064.74,41.03,TRADE
VIC1,2020/08/02 04:00:00,4033.61,39.28,TRADE
VIC1,2020/08/02 04:30:00,4015.67,40.15,TRADE
VIC1,2020/08/02 05:00:00,4011.03,41.66,TRADE
VIC1,2020/08/02 05:30:00,4037.27,41.15,TRADE
VIC1,2020/08/02 06:00:00,4089.18,44.49,TRADE
VIC1,2020/08/02 06:30:00,4215.81,50.44,TRADE
VIC1,2020/08/02 07:00:00,4335.88,47.45,TRADE
VIC1,2020/08/02 07:30:00,4382.39,58.43,TRADE
VIC1,2020/08/02 08:00:00,4555.68,53.14,TRADE
VIC1,2020/08/02 08:30:00,4672.56,52.97,TRADE
VIC1,2020/08/02 09:00:00,4664.97,42.07,TRADE
VIC1,2020/08/02 09:30:00,4599.64,42.34,TRADE
VIC1,2020/08/02 10:00:00,4444.35,39.80,TRADE
VIC1,2020/08/02 10:30:00,4292.94,37.45,TRADE
VIC1,2020/08/02 11:00:00,4066.86,34.81,TRADE
VIC1,2020/08/02 11:30:00,3873.71,33.70,TRADE
VIC1,2020/08/02 12:00:00,3764.25,33.84,TRADE
VIC1,2020/08/02 12:30:00,3708.63,30.28,TRADE
VIC1,2020/08/02 13:00:00,3658.65,23.09,TRADE
VIC1,2020/08/02 13:30:00,3689.1,23.70,TRADE
VIC1,2020/08/02 14:00:00,3688.13,26.31,TRADE
VIC1,2020/08/02 14:30:00,3760.81,25.19,TRADE
VIC1,2020/08/02 15:00:00,3832.06,32.33,TRADE
VIC1,2020/08/02 15:30:00,4031.82,36.17,TRADE
VIC1,2020/08/02 16:00:00,4226.47,37.99,TRADE
VIC1,2020/08/02 16:30:00,4491.5,47.52,TRADE
VIC1,2020/08/02 17:00:00,4876.49,46.90,TRADE
VIC1,2020/08/02 17:30:00,5303.85,51.21,TRADE
VIC1,2020/08/02 18:00:00,5834.7,118.19,TRADE
VIC1,2020/08/02 18:30:00,6142.04,76.06,TRADE
VIC1,2020/08/02 19:00:00,6133.42,70,TRADE
VIC1,2020/08/02 19:30:00,5960.58,66.07,TRADE
VIC1,2020/08/02 20:00:00,5838.35,69.39,TRADE
VIC1,2020/08/02 20:30:00,5682.67,65.90,TRADE
VIC1,2020/08/02 21:00:00,5561.03,62.20,TRADE
VIC1,2020/08/02 21:30:00,5409.21,63.23,TRADE
VIC1,2020/08/02 22:00:00,5234.53,56.25,TRADE
VIC1,2020/08/02 22:30:00,5046.59,60.39,TRADE
VIC1,2020/08/02 23:00:00,4879.25,51.57,TRADE
VIC1,2020/08/02 23:30:00,4966.09,51.38,TRADE
VIC1,2020/08/03 00:00:00,5004.04,60.46,TRADE
VIC1,2020/08/03 00:30:00,4847.01,48.57,TRADE
VIC1,2020/08/03 01:00:00,4721.65,46.05,TRADE
VIC1,2020/08/03 01:30:00,4608.12,54.91,TRADE
VIC1,2020/08/03 02:00:00,4468.33,44.39,TRADE
VIC1,2020/08/03 02:30:00,4330.74,42.42,TRADE
VIC1,2020/08/03 03:00:00,4219.95,41.56,TRADE
VIC1,2020/08/03 03:30:00,4155.43,42.79,TRADE
VIC1,2020/08/03 04:00:00,4102.56,40.91,TRADE
VIC1,2020/08/03 04:30:00,4115.15,39.20,TRADE
VIC1,2020/08/03 05:00:00,4155.39,38.96,TRADE
VIC1,2020/08/03 05:30:00,4331.57,39.85,TRADE
VIC1,2020/08/03 06:00:00,4540.44,36.02,TRADE
VIC1,2020/08/03 06:30:00,4977.28,41.55,TRADE
VIC1,2020/08/03 07:00:00,5415.19,54.67,TRADE
VIC1,2020/08/03 07:30:00,5760.42,54.96,TRADE
VIC1,2020/08/03 08:00:00,6088.13,58.26,TRADE
VIC1,2020/08/03 08:30:00,6305.67,58.21,TRADE
VIC1,2020/08/03 09:00:00,6321.66,61.96,TRADE
VIC1,2020/08/03 09:30:00,6148.78,69.29,TRADE
VIC1,2020/08/03 10:00:00,5843.33,46.11,TRADE
VIC1,2020/08/03 10:30:00,5492.99,40.84,TRADE
VIC1,2020/08/03 11:00:00,5229.39,38.93,TRADE
VIC1,2020/08/03 11:30:00,5134.14,41.10,TRADE
VIC1,2020/08/03 12:00:00,5011.33,40.52,TRADE
VIC1,2020/08/03 12:30:00,4911.49,40.14,TRADE
VIC1,2020/08/03 13:00:00,4875.74,39.30,TRADE
VIC1,2020/08/03 13:30:00,4895.91,37.38,TRADE
VIC1,2020/08/03 14:00:00,4898.74,37.22,TRADE
VIC1,2020/08/03 14:30:00,4942.16,36.66,TRADE
VIC1,2020/08/03 15:00:00,5062.95,39.60,TRADE
VIC1,2020/08/03 15:30:00,5213.45,41.18,TRADE
VIC1,2020/08/03 16:00:00,5426.84,45.52,TRADE
VIC1,2020/08/03 16:30:00,5689.91,43.47,TRADE
VIC1,2020/08/03 17:00:00,5951.85,43.49,TRADE
VIC1,2020/08/03 17:30:00,6301.1,44.07,TRADE
VIC1,2020/08/03 18:00:00,6635.51,62.70,TRADE
VIC1,2020/08/03 18:30:00,6806.45,67.33,TRADE
VIC1,2020/08/03 19:00:00,6749.57,60.69,TRADE
VIC1,2020/08/03 19:30:00,6572.54,60.89,TRADE
VIC1,2020/08/03 20:00:00,6351.49,47.21,TRADE
VIC1,2020/08/03 20:30:00,6150.22,42.54,TRADE
VIC1,2020/08/03 21:00:00,5990.12,43.04,TRADE
VIC1,2020/08/03 21:30:00,5836.84,52.60,TRADE
VIC1,2020/08/03 22:00:00,5588.67,49.62,TRADE
VIC1,2020/08/03 22:30:00,5340.17,51.13,TRADE
VIC1,2020/08/03 23:00:00,5142.97,39.86,TRADE
VIC1,2020/08/03 23:30:00,5197.33,41.04,TRADE
VIC1,2020/08/04 00:00:00,5145.87,42.68,TRADE
VIC1,2020/08/04 00:30:00,4997.2,41.45,TRADE
VIC1,2020/08/04 01:00:00,4811.24,36.62,TRADE
VIC1,2020/08/04 01:30:00,4678.54,35,TRADE
VIC1,2020/08/04 02:00:00,4504.23,34.25,TRADE
VIC1,2020/08/04 02:30:00,4352.9,29.51,TRADE
VIC1,2020/08/04 03:00:00,4245.68,23.27,TRADE
VIC1,2020/08/04 03:30:00,4182.27,22.31,TRADE
VIC1,2020/08/04 04:00:00,4216.77,18.41,TRADE
VIC1,2020/08/04 04:30:00,4240.43,23.06,TRADE
VIC1,2020/08/04 05:00:00,4284.01,24.24,TRADE
VIC1,2020/08/04 05:30:00,4429.19,31.75,TRADE
VIC1,2020/08/04 06:00:00,4661.69,32.36,TRADE
VIC1,2020/08/04 06:30:00,5128.16,39.50,TRADE
VIC1,2020/08/04 07:00:00,5584.89,46.31,TRADE
VIC1,2020/08/04 07:30:00,5856.63,41.75,TRADE
VIC1,2020/08/04 08:00:00,6197.72,44.81,TRADE
VIC1,2020/08/04 08:30:00,6468.37,48.60,TRADE
VIC1,2020/08/04 09:00:00,6577.76,62.93,TRADE
VIC1,2020/08/04 09:30:00,6589.32,43.05,TRADE
VIC1,2020/08/04 10:00:00,6295.24,40.17,TRADE
VIC1,2020/08/04 10:30:00,6107.56,38.14,TRADE
VIC1,2020/08/04 11:00:00,6079.64,40.07,TRADE
VIC1,2020/08/04 11:30:00,6207.84,117.34,TRADE
VIC1,2020/08/04 12:00:00,6222.24,40.32,TRADE
VIC1,2020/08/04 12:30:00,6445.73,138.03,TRADE
VIC1,2020/08/04 13:00:00,6254.69,68.47,TRADE
VIC1,2020/08/04 13:30:00,6078.72,28.19,TRADE
VIC1,2020/08/04 14:00:00,5873.17,16.69,TRADE
VIC1,2020/08/04 14:30:00,5825.42,16.58,TRADE
VIC1,2020/08/04 15:00:00,5931.9,30.74,TRADE
VIC1,2020/08/04 15:30:00,6112.17,40.69,TRADE
VIC1,2020/08/04 16:00:00,6255.89,39.84,TRADE
VIC1,2020/08/04 16:30:00,6459.04,61.07,TRADE
VIC1,2020/08/04 17:00:00,6703.11,39.66,TRADE
VIC1,2020/08/04 17:30:00,7016.26,57.08,TRADE
VIC1,2020/08/04 18:00:00,7398.82,63.46,TRADE
VIC1,2020/08/04 18:30:00,7478.68,143.78,TRADE
VIC1,2020/08/04 19:00:00,7442.07,67.64,TRADE
VIC1,2020/08/04 19:30:00,7187.5,60.89,TRADE
VIC1,2020/08/04 20:00:00,7065.64,53.66,TRADE
VIC1,2020/08/04 20:30:00,6782.26,52.03,TRADE
VIC1,2020/08/04 21:00:00,6573.17,44,TRADE
VIC1,2020/08/04 21:30:00,6357.92,45.71,TRADE
VIC1,2020/08/04 22:00:00,6090.44,45.23,TRADE
VIC1,2020/08/04 22:30:00,5712.17,46.46,TRADE
VIC1,2020/08/04 23:00:00,5455.35,40.64,TRADE
VIC1,2020/08/04 23:30:00,5518.78,49.93,TRADE
VIC1,2020/08/05 00:00:00,5430.13,47.59,TRADE
VIC1,2020/08/05 00:30:00,5247.13,41.62,TRADE
VIC1,2020/08/05 01:00:00,5065.4,38.75,TRADE
VIC1,2020/08/05 01:30:00,4913.92,35.06,TRADE
VIC1,2020/08/05 02:00:00,4745.25,32.24,TRADE
VIC1,2020/08/05 02:30:00,4565.8,28.52,TRADE
VIC1,2020/08/05 03:00:00,4424.32,17.86,TRADE
VIC1,2020/08/05 03:30:00,4342.81,11.99,TRADE
VIC1,2020/08/05 04:00:00,4303.92,8.42,TRADE
VIC1,2020/08/05 04:30:00,4325.34,15.12,TRADE
VIC1,2020/08/05 05:00:00,4320.09,22.04,TRADE
VIC1,2020/08/05 05:30:00,4493.23,33.22,TRADE
VIC1,2020/08/05 06:00:00,4720.94,35.19,TRADE
VIC1,2020/08/05 06:30:00,5179.45,60.28,TRADE
VIC1,2020/08/05 07:00:00,5606.29,63.67,TRADE
VIC1,2020/08/05 07:30:00,6005.62,54,TRADE
VIC1,2020/08/05 08:00:00,6414.89,54.95,TRADE
VIC1,2020/08/05 08:30:00,6704.56,72.07,TRADE
VIC1,2020/08/05 09:00:00,6727.52,91.72,TRADE
VIC1,2020/08/05 09:30:00,6676.71,67.87,TRADE
