REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2020/08/01 00:30:00,8581.98,48.87,TRADE
NSW1,2020/08/01 01:00:00,8366.86,40.79,TRADE
NSW1,2020/08/01 01:30:00,8134.4,41.55,TRADE
NSW1,2020/08/01 02:00:00,7811.92,44.61,TRADE
NSW1,2020/08/01 02:30:00,7469.27,48.47,TRADE
NSW1,2020/08/01 03:00:00,7196,48.42,TRADE
NSW1,2020/08/01 03:30:00,6929.07,44.49,TRADE
NSW1,2020/08/01 04:00:00,6816.19,45.65,TRADE
NSW1,2020/08/01 04:30:00,6767.15,40.70,TRADE
NSW1,2020/08/01 05:00:00,6768.5,39.17,TRADE
NSW1,2020/08/01 05:30:00,6874.45,38.52,TRADE
NSW1,2020/08/01 06:00:00,7114.28,39.27,TRADE
NSW1,2020/08/01 06:30:00,7506.4,38.67,TRADE
NSW1,2020/08/01 07:00:00,7937.26,47.39,TRADE
NSW1,2020/08/01 07:30:00,8414.71,55.91,TRADE
NSW1,2020/08/01 08:00:00,8833.02,56.21,TRADE
NSW1,2020/08/01 08:30:00,8973.87,44.19,TRADE
NSW1,2020/08/01 09:00:00,8926.2,38.81,TRADE
NSW1,2020/08/01 09:30:00,8756.01,38.70,TRADE
NSW1,2020/08/01 10:00:00,8371.47,38.22,TRADE
NSW1,2020/08/01 10:30:00,8013.62,37.42,TRADE
NSW1,2020/08/01 11:00:00,7634.97,34.41,TRADE
NSW1,2020/08/01 11:30:00,7239.31,32.46,TRADE
NSW1,2020/08/01 12:00:00,6949.8,22.34,TRADE
NSW1,2020/08/01 12:30:00,6764.35,15.52,TRADE
NSW1,2020/08/01 13:00:00,6689.38,22.68,TRADE
NSW1,2020/08/01 13:30:00,6565.49,21.45,TRADE
NSW1,2020/08/01 14:00:00,6603.31,15.92,TRADE
NSW1,2020/08/01 14:30:00,6657.43,19.96,TRADE
NSW1,2020/08/01 15:00:00,6810.97,22.70,TRADE
NSW1,2020/08/01 15:30:00,6984.96,33.03,TRADE
NSW1,2020/08/01 16:00:00,7317.5,36.94,TRADE
NSW1,2020/08/01 16:30:00,7792.73,44.62,TRADE
NSW1,2020/08/01 17:00:00,8301.66,46.99,TRADE
NSW1,2020/08/01 17:30:00,8966.63,45.77,TRADE
NSW1,2020/08/01 18:00:00,9722.33,63.67,TRADE
NSW1,2020/08/01 18:30:00,10056.51,68.12,TRADE
NSW1,2020/08/01 19:00:00,9995.92,69.07,TRADE
NSW1,2020/08/01 19:30:00,9854.8,59.37,TRADE
NSW1,2020/08/01 20:00:00,9653.54,47.55,TRADE
NSW1,2020/08/01 20:30:00,9568.49,47.53,TRADE
NSW1,2020/08/01 21:00:00,9400.32,48.12,TRADE
NSW1,2020/08/01 21:30:00,9225.91,47.15,TRADE
NSW1,2020/08/01 22:00:00,8991.22,45.09,TRADE
NSW1,2020/08/01 22:30:00,8932,48.57,TRADE
NSW1,2020/08/01 23:00:00,8707.79,45.12,TRADE
NSW1,2020/08/01 23:30:00,8457.55,41.72,TRADE
NSW1,2020/08/02 00:00:00,8306.05,45.45,TRADE
NSW1,2020/08/02 00:30:00,7996.36,43.18,TRADE
NSW1,2020/08/02 01:00:00,7800.05,46.42,TRADE
NSW1,2020/08/02 01:30:00,7584.52,40.36,TRADE
NSW1,2020/08/02 02:00:00,7352.01,40.84,TRADE
NSW1,2020/08/02 02:30:00,7122.4,40.12,TRADE
NSW1,2020/08/02 03:00:00,6901.72,38.05,TRADE
NSW1,2020/08/02 03:30:00,6781.26,39.72,TRADE
NSW1,2020/08/02 04:00:00,6712.37,38.41,TRADE
NSW1,2020/08/02 04:30:00,6652.36,38.69,TRADE
NSW1,2020/08/02 05:00:00,6678.3,40.23,TRADE
NSW1,2020/08/02 05:30:00,6820.12,39.25,TRADE
NSW1,2020/08/02 06:00:00,6997.27,41.53,TRADE
NSW1,2020/08/02 06:30:00,7248.82,38.23,TRADE
NSW1,2020/08/02 07:00:00,7573.83,38.63,TRADE
NSW1,2020/08/02 07:30:00,7988.66,45.04,TRADE
NSW1,2020/08/02 08:00:00,8337.95,46.63,TRADE
NSW1,2020/08/02 08:30:00,8542.46,41.73,TRADE
NSW1,2020/08/02 09:00:00,8540.87,38.48,TRADE
NSW1,2020/08/02 09:30:00,8403.57,39.10,TRADE
NSW1,2020/08/02 10:00:00,8083.02,37.91,TRADE
NSW1,2020/08/02 10:30:00,7850.02,36.61,TRADE
NSW1,2020/08/02 11:00:00,7444.15,34.88,TRADE
NSW1,2020/08/02 11:30:00,7121.96,35.29,TRADE
NSW1,2020/08/02 12:00:00,6897.35,36.23,TRADE
NSW1,2020/08/02 12:30:00,6756.04,33.12,TRADE
NSW1,2020/08/02 13:00:00,6620.79,25.76,TRADE
NSW1,2020/08/02 13:30:00,6511.6,26.15,TRADE
NSW1,2020/08/02 14:00:00,6517.02,29.61,TRADE
NSW1,2020/08/02 14:30:00,6525.33,27.77,TRADE
NSW1,2020/08/02 15:00:00,6731.16,34.79,TRADE
NSW1,2020/08/02 15:30:00,6984.11,36.82,TRADE
NSW1,2020/08/02 16:00:00,7441.48,37.43,TRADE
NSW1,2020/08/02 16:30:00,7963.74,44.27,TRADE
NSW1,2020/08/02 17:00:00,8503.3,43.82,TRADE
NSW1,2020/08/02 17:30:00,9179.14,46.72,TRADE
NSW1,2020/08/02 18:00:00,10003.07,111.30,TRADE
NSW1,2020/08/02 18:30:00,10337.87,71.18,TRADE
NSW1,2020/08/02 19:00:00,10316.23,64.71,TRADE
NSW1,2020/08/02 19:30:00,10112.38,59.05,TRADE
NSW1,2020/08/02 20:00:00,9980.14,61.74,TRADE
NSW1,2020/08/02 20:30:00,9834.81,54.39,TRADE
NSW1,2020/08/02 21:00:00,9612.95,50.67,TRADE
NSW1,2020/08/02 21:30:00,9327.29,47.97,TRADE
NSW1,2020/08/02 22:00:00,9003.14,44.43,TRADE
NSW1,2020/08/02 22:30:00,8798.44,46.79,TRADE
NSW1,2020/08/02 23:00:00,8411.88,39.19,TRADE
NSW1,2020/08/02 23:30:00,8223.1,39.59,TRADE
NSW1,2020/08/03 00:00:00,8053.54,38.47,TRADE
NSW1,2020/08/03 00:30:00,7789.31,38.40,TRADE
NSW1,2020/08/03 01:00:00,7610.41,38.44,TRADE
NSW1,2020/08/03 01:30:00,7428.66,40.15,TRADE
NSW1,2020/08/03 02:00:00,7239.16,38.38,TRADE
NSW1,2020/08/03 02:30:00,6986.52,38.20,TRADE
NSW1,2020/08/03 03:00:00,6837.22,38.07,TRADE
NSW1,2020/08/03 03:30:00,6768.56,39.71,TRADE
NSW1,2020/08/03 04:00:00,6727.14,38.49,TRADE
NSW1,2020/08/03 04:30:00,6753.59,37.58,TRADE
NSW1,2020/08/03 05:00:00,6888.25,38.44,TRADE
NSW1,2020/08/03 05:30:00,7260.98,39.17,TRADE
NSW1,2020/08/03 06:00:00,7676.31,34.34,TRADE
NSW1,2020/08/03 06:30:00,8514.71,38.87,TRADE
NSW1,2020/08/03 07:00:00,9348.75,51.19,TRADE
NSW1,2020/08/03 07:30:00,9986.92,54.11,TRADE
NSW1,2020/08/03 08:00:00,10343.93,52.08,TRADE
NSW1,2020/08/03 08:30:00,10273.97,47.64,TRADE
NSW1,2020/08/03 09:00:00,9856.86,38.61,TRADE
NSW1,2020/08/03 09:30:00,9537.4,40.70,TRADE
NSW1,2020/08/03 10:00:00,9229.56,39.19,TRADE
NSW1,2020/08/03 10:30:00,8810.15,37.66,TRADE
NSW1,2020/08/03 11:00:00,8490.13,37.21,TRADE
NSW1,2020/08/03 11:30:00,8261.39,38.43,TRADE
NSW1,2020/08/03 12:00:00,7934.93,37.29,TRADE
NSW1,2020/08/03 12:30:00,7695.99,36.05,TRADE
NSW1,2020/08/03 13:00:00,7555.34,35.17,TRADE
NSW1,2020/08/03 13:30:00,7589.22,34.74,TRADE
NSW1,2020/08/03 14:00:00,7562.3,34.98,TRADE
NSW1,2020/08/03 14:30:00,7566.23,34.77,TRADE
NSW1,2020/08/03 15:00:00,7677.49,37.07,TRADE
NSW1,2020/08/03 15:30:00,7885.26,38.06,TRADE
NSW1,2020/08/03 16:00:00,8114.07,37.45,TRADE
NSW1,2020/08/03 16:30:00,8495.36,33.55,TRADE
NSW1,2020/08/03 17:00:00,9144.39,39.15,TRADE
NSW1,2020/08/03 17:30:00,9780.26,41.17,TRADE
NSW1,2020/08/03 18:00:00,10623.83,60.48,TRADE
NSW1,2020/08/03 18:30:00,10864.97,64.13,TRADE
NSW1,2020/08/03 19:00:00,10810.04,57.68,TRADE
NSW1,2020/08/03 19:30:00,10525.67,49.57,TRADE
NSW1,2020/08/03 20:00:00,10267.97,43.34,TRADE
NSW1,2020/08/03 20:30:00,10055.08,39.59,TRADE
NSW1,2020/08/03 21:00:00,9767.13,39.73,TRADE
NSW1,2020/08/03 21:30:00,9487.35,42.37,TRADE
NSW1,2020/08/03 22:00:00,9140.6,38.36,TRADE
NSW1,2020/08/03 22:30:00,8988.42,46.02,TRADE
NSW1,2020/08/03 23:00:00,8642.72,37.30,TRADE
NSW1,2020/08/03 23:30:00,8431.59,38.57,TRADE
NSW1,2020/08/04 00:00:00,8338.72,38.75,TRADE
NSW1,2020/08/04 00:30:00,8129.65,38.71,TRADE
NSW1,2020/08/04 01:00:00,7971.04,36.23,TRADE
NSW1,2020/08/04 01:30:00,7765.84,35.32,TRADE
NSW1,2020/08/04 02:00:00,7491.85,36.22,TRADE
NSW1,2020/08/04 02:30:00,7240.83,32,TRADE
NSW1,2020/08/04 03:00:00,6925.7,25.50,TRADE
NSW1,2020/08/04 03:30:00,6783.92,24.28,TRADE
NSW1,2020/08/04 04:00:00,6689.18,20.30,TRADE
NSW1,2020/08/04 04:30:00,6654.7,25.23,TRADE
NSW1,2020/08/04 05:00:00,6781.27,26.73,TRADE
NSW1,2020/08/04 05:30:00,7165.81,35.98,TRADE
NSW1,2020/08/04 06:00:00,7628.65,33.87,TRADE
NSW1,2020/08/04 06:30:00,8328.55,38.01,TRADE
NSW1,2020/08/04 07:00:00,9164.4,44.63,TRADE
NSW1,2020/08/04 07:30:00,9714.16,40.81,TRADE
NSW1,2020/08/04 08:00:00,9907.17,40.15,TRADE
NSW1,2020/08/04 08:30:00,9669.02,37.24,TRADE
NSW1,2020/08/04 09:00:00,9115.6,35.24,TRADE
NSW1,2020/08/04 09:30:00,8767.73,37.03,TRADE
NSW1,2020/08/04 10:00:00,8290.32,34.62,TRADE
NSW1,2020/08/04 10:30:00,7916.51,33.11,TRADE
NSW1,2020/08/04 11:00:00,7636.3,34.16,TRADE
NSW1,2020/08/04 11:30:00,7409.7,31.18,TRADE
NSW1,2020/08/04 12:00:00,7287.82,34.09,TRADE
NSW1,2020/08/04 12:30:00,7347.04,35.93,TRADE
NSW1,2020/08/04 13:00:00,7311.59,33.69,TRADE
NSW1,2020/08/04 13:30:00,7291.96,26.69,TRADE
NSW1,2020/08/04 14:00:00,7294.82,16.59,TRADE
NSW1,2020/08/04 14:30:00,7208.85,16.58,TRADE
NSW1,2020/08/04 15:00:00,7340.38,29.62,TRADE
NSW1,2020/08/04 15:30:00,7447.03,35.89,TRADE
NSW1,2020/08/04 16:00:00,7812.8,34,TRADE
NSW1,2020/08/04 16:30:00,8209.74,28.29,TRADE
NSW1,2020/08/04 17:00:00,8810,34.81,TRADE
NSW1,2020/08/04 17:30:00,9527.34,38.45,TRADE
NSW1,2020/08/04 18:00:00,10400.8,58.75,TRADE
NSW1,2020/08/04 18:30:00,10702.53,97.37,TRADE
NSW1,2020/08/04 19:00:00,10667.98,53.73,TRADE
NSW1,2020/08/04 19:30:00,10430.54,41.67,TRADE
NSW1,2020/08/04 20:00:00,10215.84,40.23,TRADE
NSW1,2020/08/04 20:30:00,10054.35,44.85,TRADE
NSW1,2020/08/04 21:00:00,9803.38,38.60,TRADE
NSW1,2020/08/04 21:30:00,9605.43,39.10,TRADE
NSW1,2020/08/04 22:00:00,9267.41,38.71,TRADE
NSW1,2020/08/04 22:30:00,9122.49,41.23,TRADE
NSW1,2020/08/04 23:00:00,8845.58,37.41,TRADE
NSW1,2020/08/04 23:30:00,8624.42,45.43,TRADE
NSW1,2020/08/05 00:00:00,8523.57,42.31,TRADE
NSW1,2020/08/05 00:30:00,8305.89,38.45,TRADE
NSW1,2020/08/05 01:00:00,8168.3,38.07,TRADE
NSW1,2020/08/05 01:30:00,7955.14,36.26,TRADE
NSW1,2020/08/05 02:00:00,7716.35,34.99,TRADE
NSW1,2020/08/05 02:30:00,7437.94,32.30,TRADE
NSW1,2020/08/05 03:00:00,7150.43,20.84,TRADE
NSW1,2020/08/05 03:30:00,6924.82,14.11,TRADE
NSW1,2020/08/05 04:00:00,6851.87,9.81,TRADE
NSW1,2020/08/05 04:30:00,6862.63,17.81,TRADE
NSW1,2020/08/05 05:00:00,6982.16,25.81,TRADE
NSW1,2020/08/05 05:30:00,7366.85,37.41,TRADE
NSW1,2020/08/05 06:00:00,7892.7,37.85,TRADE
NSW1,2020/08/05 06:30:00,8734.03,58.96,TRADE
NSW1,2020/08/05 07:00:00,9523.28,62.36,TRADE
NSW1,2020/08/05 07:30:00,10219.61,55,TRADE
NSW1,2020/08/05 08:00:00,10456.54,47.67,TRADE
NSW1,2020/08/05 08:30:00,10274.65,38.88,TRADE
NSW1,2020/08/05 09:00:00,9774.82,37.55,TRADE
NSW1,2020/08/05 09:30:00,9471.97,38.11,TRADE
NSW1,2020/08/05 10:00:00,9090.29,37.29,TRADE
NSW1,2020/08/05 10:30:00,8730.58,38.31,TRADE
NSW1,2020/08/05 11:00:00,8373.15,38.48,TRADE
NSW1,2020/08/05 11:30:00,8042.43,28.42,TRADE
NSW1,2020/08/05 12:00:00,7892.48,32.96,TRADE
NSW1,2020/08/05 12:30:00,7717.38,33.38,TRADE
NSW1,2020/08/05 13:00:00,7623.62,34.04,TRADE
NSW1,2020/08/05 13:30:00,7530.49,34.12,TRADE
NSW1,2020/08/05 14:00:00,7468.85,30.31,TRADE
NSW1,2020/08/05 14:30:00,7558.33,34.31,TRADE
NSW1,2020/08/05 15:00:00,7646.54,35.49,TRADE
NSW1,2020/08/05 15:30:00,7873.5,38.40,TRADE
NSW1,2020/08/05 16:00:00,8203.47,38.55,TRADE
